Agency,AgencyFull,Sector,SubSector,Activity,Sub Activity ,Sub Activity 2,Province,District,Type_of_Location,Status,StartDate,EndDate,Inside3RP,Total,Region,P_Code,P_Code_District,AgencyFull
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Assistance (cash or in-kind) with the primary objective of meeting SGBV protection needs,For ongoing needs,In-kind,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,Information campaigns or public events,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (no base) sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Mobile teams (centre based) sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Static centres sharing information with community, face to face and printed material",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Awareness raising / information dissemination,"Community-based groups sharing information with community, face to face",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Multidimension support with social worker and case management plan,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Case management,Service delivery and referral,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization","Supporting community volunteers, including refugee outreach volunteers (ROVs)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based groups ,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based initiatives,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,"Community-based protection, community mobilization",Supporting community-based men and boys' groups or initiatives for SGBV prevention and response.,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal information, advice or counselling",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Legal assistance,"Legal intervention, representation or accompaniment",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Complaints box,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Mechanisms for accountability to affected populations,Other,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Provision of translation staff or services,Supporting national non-government institutions,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,National system strengthening (non-training),Information meetings or exchanges,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,House visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Protection monitoring,Authority visits done for protection monitoring,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Psychological first aid (PFA) (provision, not training)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Interventions for SGBV response, services and assistance aimed at addressing the harmful effects of SGBV and includes counselling where the counsellor has received professional training (may be individual or in groups) (specific to SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,SGBV,Psychosocial support (PSS)  and psychological interventions,"Basic counselling where the counsellor has received professional training (may be individual, family or in groups) (not specific to identified SGBV survivors)",,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,National level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,National level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,National level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,Sub-national level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,Sub-national level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Advocacy,Sub-national level,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Household visits,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Household visits,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Household visits,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Focus group discussions,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Focus group discussions,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Focus group discussions,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Key informant interviews,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Key informant interviews,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assessment,Key informant interviews,,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,"For acute, temporary needs",Unrestricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,"For acute, temporary needs",Unrestricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,"For acute, temporary needs",Unrestricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,Restricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,Restricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,Restricted cash,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
ASAM,ASAM,Protection,Child Protection,Assistance (cash or in-kind) with the primary objective of meeting child protection needs,For ongoing needs,E-voucher,Adana,Seyhan,Host Community,Ongoing,,,Yes,1,SE,TR01,TR0101104,ASAM
